Fecha,R0,Rt,Cuarentena
2020-03-06,0.0,0.0,0.0
2020-03-07,0.0006755843804891231,0.525,0.0
2020-03-08,0.0012160518848804217,0.6346153846153846,0.0
2020-03-09,0.0018465973066702699,0.7246376811594203,0.0
2020-03-10,0.002747376480655767,0.7790697674418605,0.0
2020-03-11,0.0034229608611448903,0.8173076923076923,0.0
2020-03-12,0.004233662117731838,0.5210084033613446,0.0
2020-03-13,0.005404675043912985,0.5666666666666667,0.0
2020-03-14,0.006800882763590506,0.6101694915254238,0.0
2020-03-15,0.009007791739854975,0.6416666666666667,0.0
2020-03-16,0.012115479890104941,0.5773195876288659,0.0
2020-03-17,0.014727739494662884,0.646551724137931,0.0
2020-03-18,0.01679953159482953,0.7007299270072993,0.0
2020-03-19,0.020492726208170067,0.7564356435643564,0.0
2020-03-20,0.024050803945412782,0.7811387900355872,0.0
2020-03-21,0.02607755708688015,0.6440677966101694,0.0
2020-03-22,0.027879115434851148,0.5669421487603306,0.0
2020-03-23,0.03125703733729676,0.5408450704225352,0.0
2020-03-24,0.0345899202810431,0.4752747252747253,0.7708417781380894
2020-03-25,0.036391478629014096,0.4310575635876841,0.7633202720353105
2020-03-26,0.038012881142187996,0.4134366925064599,0.7595369995045714
2020-03-27,0.04003963428365536,0.4093198992443325,0.7582759086609917
2020-03-28,0.041661036796829254,0.3611111111111111,0.7841733099130748
2020-03-29,0.043282439310003154,0.3341804320203304,0.7631401162005135
2020-03-30,0.0458946989145611,0.3135483870967742,0.7562041165608251
2020-03-31,0.04823672476692339,0.3225806451612903,0.7559789217673287
2020-04-01,0.05071386749538351,0.33205619412515963,0.7585011034544882
2020-04-02,0.05292077647164797,0.34152652005174644,0.7554384542629374
2020-04-03,0.05602846462189794,0.3468286099865047,0.7510246363104085
2020-04-04,0.05773994505247039,0.3378932968536252,0.7822816736477053
2020-04-05,0.060127009863531956,0.37218543046357616,0.7313876503175246
2020-04-06,0.06318965905508264,0.4015957446808511,0.7372877539071296
2020-04-07,0.06647750304012971,0.4013071895424837,0.7294960140521551
2020-04-08,0.06926991847948476,0.40516129032258064,0.7715624014772778
2020-04-09,0.0718821780840427,0.39367088607594936,0.792235283520245
2020-04-10,0.07435932081250282,0.40464547677261614,0.7703013106336981
2020-04-11,0.07706165833445931,0.3898305084745763,0.7974598027293609
2020-04-12,0.07931360626942305,0.4018691588785047,0.7607530513894519
2020-04-13,0.08318695671756068,0.4041095890410959,0.7623744539026258
2020-04-14,0.08602441111561501,0.40022172949002216,0.746520740440481
2020-04-15,0.08985272260505336,0.4004282655246253,0.7540422465432599
2020-04-16,0.09300544971400261,0.4021276595744681,0.7458451560599919
2020-04-17,0.09566274827725983,0.389428263214671,0.7571949736522091
2020-04-18,0.09836508579921632,0.3924449108079748,0.776831959645093
2020-04-19,0.10124757915596991,0.403707518022657,0.7464757014817818
2020-04-20,0.10449038418231771,0.38634046890927626,0.7416565329009593
2020-04-21,0.1084538125478539,0.3809034907597536,0.7505742467234158
2020-04-22,0.11138134486330677,0.36538461538461536,0.7426023510336441
2020-04-23,0.11520965635274512,0.382667964946446,0.7438184029185245
2020-04-24,0.11890285096608566,0.3887832699619772,0.744403909381615
2020-04-25,0.12241588974462911,0.3780487804878049,0.7672386614421475
2020-04-26,0.12633427915146603,0.3859180035650624,0.7284150790433725
2020-04-27,0.13164887627798044,0.3860262008733624,0.7215241183623835
2020-04-28,0.13597261631311083,0.4015215553677092,0.7259829752736117
2020-04-29,0.1409269017700311,0.3791390728476821,0.7013466648651083
2020-04-30,0.14403458992028104,0.3621713316369805,0.8348421384497591
2020-05-01,0.14777282349232085,0.3817161186848436,0.7020222492455974
2020-05-02,0.15137594018826284,0.34266886326194396,0.826645047966491
2020-05-03,0.15475386209070846,0.3647058823529412,0.6968427689951808
2020-05-04,0.1601134981759222,0.3895612708018154,0.7131468720443184
2020-05-05,0.16583344593073007,0.3677563150074295,0.7022924829977931
2020-05-06,0.17114804305724451,0.3888888888888889,0.7112101968202496
2020-05-07,0.17592217267936766,0.39501039501039503,0.6940503535558258
2020-05-08,0.18267801648425888,0.4061251664447403,0.6963473404494888
2020-05-09,0.18682160068459217,0.38529611980939416,0.8111966851326398
2020-05-10,0.19096518488492545,0.3915343915343915,0.7026978336260865
2020-05-11,0.19673017159843265,0.3661417322834646,0.7034184569652749
2020-05-12,0.20132414538575868,0.3509803921568627,0.7058055217763365
2020-05-13,0.20699905418186731,0.3425449871465296,0.7059406386524344
2020-05-14,0.2125838850605774,0.350187265917603,0.6977885871278656
2020-05-15,0.21780840426969328,0.35239852398523985,0.7033283790478764
2020-05-16,0.2212313651308382,0.333125,0.8199792820789983
2020-05-17,0.22582533891816423,0.3534015653220951,0.6970679637886772
2020-05-18,0.23064450749898663,0.3621951219512195,0.7034184569652749
2020-05-19,0.23595910462550107,0.3557575757575758,0.7013016259064091
2020-05-20,0.24221951988470028,0.3496376811594203,0.7067513399090213
2020-05-21,0.24762419492861326,0.3560830860534125,0.6863036526595505
2020-05-22,0.25316398684862407,0.3282766990291262,0.7012115479890105
2020-05-23,0.2570373372967617,0.3049467752035065,0.8160608926721614
2020-05-24,0.2584785839751385,0.28738621586475943,0.8141692564067918
2020-05-25,0.2622168175471783,0.3003875968992248,0.6744584065216412
2020-05-26,0.26793676530198623,0.3203324808184143,0.6861234968247534
2020-05-27,0.27392694680898977,0.3365079365079365,0.6910777822816736
2020-05-28,0.2789262712246093,0.3239795918367347,0.6735576273476557
2020-05-29,0.28297977750754405,0.3022486772486773,0.7914696212223573
2020-05-30,0.2856821150295005,0.2956698240866035,0.8095302436607665
2020-05-31,0.28901499797324687,0.3132126089872569,0.6803134711525469
2020-06-01,0.29405936134756566,0.3328840970350404,0.6816196009548259
2020-06-02,0.2986082961761924,0.34685598377281945,0.6886456785119128
2020-06-03,0.3030221141287213,0.32047685834502104,0.6912128991577715
2020-06-04,0.3070305814529568,0.3123659756969264,0.6822051074179165
2020-06-05,0.31126424357068866,0.2916053019145803,0.6916182497860649
2020-06-06,0.31446200963833715,0.29433681073025336,0.7439535197946223
2020-06-07,0.3187407107147683,0.3380681818181818,0.6747736792325362
2020-06-08,0.32292933387380085,0.3640776699029126,0.6863036526595505
2020-06-09,0.328694320587308,0.3671766342141864,0.6827455749223078
2020-06-10,0.33346845020943117,0.33547008547008544,0.6808539386569382
2020-06-11,0.3374769175336666,0.3275109170305677,0.6739629779759492
2020-06-12,0.34121515110570644,0.30559646539027985,0.678692068639373
2020-06-13,0.34387244966896363,0.30155210643015523,0.7253524298518218
2020-06-14,0.3466648651083187,0.3031437125748503,0.7309372607305319
2020-06-15,0.35071837139125345,0.3101644245142003,0.6621627707967391
2020-06-16,0.35468179975678965,0.3110443275732532,0.6733774715128586
2020-06-17,0.35900553979192,0.3052147239263804,0.6647750304012972
2020-06-18,0.36197811106607214,0.3090062111801242,0.6528397063459893
2020-06-19,0.3647705265054272,0.30427892234548337,0.6979237040039634
2020-06-20,0.36787821465567716,0.3036144578313253,0.7322884294915102
2020-06-21,0.3697698509210467,0.272264631043257,0.7973697248119623
2020-06-22,0.37242714948430394,0.2915951972555746,0.6539206413547719
2020-06-23,0.3746790974192677,0.2609915809167446,0.7812007386389227
2020-06-24,0.37688600639553216,0.26082771896053897,0.6508129532045219
2020-06-25,0.3802639282979777,0.2740667976424361,0.6538756023960726
2020-06-26,0.3837319281178219,0.2916666666666667,0.6501373688240328
2020-06-27,0.3864342656397784,0.3099009900990099,0.6557672386614422
2020-06-28,0.3892717200378327,0.3065476190476191,0.6408593433319821
2020-06-29,0.3915236679727965,0.2972136222910217,0.6400036031166959
2020-06-30,0.39364049903166237,0.279651795429815,0.7529613115344773
2020-07-01,0.3954870963383327,0.2537313432835821,0.6501373688240328
2020-07-02,0.3979192001080935,0.24023668639053256,0.649506823402243
2020-07-03,0.4000810701256587,0.2541966426858513,0.6509480700806197
2020-07-04,0.4021979011845246,0.25555555555555554,0.6541458361482683
2020-07-05,0.40422465432599197,0.27328431372549017,0.6378867720578301
2020-07-06,0.4065666801783543,0.2669172932330827,0.651488537585011
2020-07-07,0.4081430437328289,0.2626131953428202,0.7680944016574337
2020-07-08,0.4099446020807999,0.29314720812182743,0.6467594469215872
2020-07-09,0.4122415889744629,0.2847682119205298,0.6480205377651669
2020-07-10,0.414223303157231,0.2556179775280899,0.6500923298653335
2020-07-11,0.41543935504211144,0.26453488372093026,0.648696122145656
2020-07-12,0.41773634193577447,0.2735294117647059,0.6288339413592757
2020-07-13,0.4201684457055353,0.27380952380952384,0.6403639147862902
2020-07-14,0.4210241859208215,0.2551181102362205,0.7562941944782237
2020-07-15,0.4216096923839121,0.25040916530278234,0.7615187136873396
2020-07-16,0.4226455884339954,0.25084745762711863,0.6221231365130838
2020-07-17,0.4244471467819664,0.2825342465753425,0.6232491104805656
2020-07-18,0.42602351033644104,0.3107638888888889,0.6333378372292032
2020-07-19,0.428320497230104,0.31413612565445026,0.6153222537494933
2020-07-20,0.4294915101562852,0.2926829268292683,0.7289555465477638
2020-07-21,0.42994189974327796,0.3,0.7526460388235824
2020-07-22,0.4307526009998649,0.33266533066132264,0.6184299418997433
2020-07-23,0.4322839255956402,0.32217573221757323,0.6206368508760077
2020-07-24,0.4335900553979192,0.3004385964912281,0.6231139936044678
2020-07-25,0.43453587353060397,0.2929515418502203,0.6266270323830113
2020-07-26,0.43566184749808584,0.2619047619047619,0.6221231365130838
2020-07-27,0.43665270458946986,0.2607594936708861,0.6334729541053011
2020-07-28,0.43800387335044816,0.265,0.6830158086745034
2020-07-29,0.4388596135657344,0.2783251231527093,0.6144214745755078
2020-07-30,0.43967031482232133,0.2825,0.6235643831914606
2020-07-31,0.44061613295500607,0.28125,0.6203666171238121
2020-08-01,0.4417871458811872,0.2845528455284553,0.6195108769085259
2020-08-02,0.44277800297257125,0.27596439169139464,0.6104130072512723
2020-08-03,0.44372382110525604,0.2928994082840237,0.6115840201774535
2020-08-04,0.4444444444444444,0.2835820895522388,0.6611719137053551
2020-08-05,0.4450749898662343,0.3123123123123123,0.6709904067017971
2020-08-06,0.44566049632932486,0.3028391167192429,0.6046480205377651
2020-08-07,0.44669639237940817,0.2922077922077922,0.6109534747556636
2020-08-08,0.44732693780119803,0.3042071197411003,0.6005044363374319
2020-08-09,0.4483177948925821,0.3224755700325733,0.5900553979192001
2020-08-10,0.44930865198396613,0.34539473684210525,0.633292798270504
2020-08-11,0.4501193532405531,0.3041958041958042,0.670810250867
2020-08-12,0.4505697428275458,0.26277372262773724,0.7371526370310318
